"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
"Heritage Meadows Wy and 11 Street SE","There is an incident involving a pedestrian.","2017/08/19 01:31:00 AM","2017/08/19 01:35:00 AM","SE","-114.0423932","50.9839673","1","2017-08-19T00:31:3650.9839672991501-114.042393172684","POINT (-114.0423932 50.9839673)"
"35 Street at 17 Avenue SE","There is an incident involving a pedestrian.","2017/08/17 01:43:00 AM","2017/08/17 01:44:00 AM","SE","-113.9831128","51.03788417","1","2017-08-17T00:43:4851.0378841650395-113.983112773638","POINT (-113.9831128 51.03788417)"
"Elbow Drive and Anderson Road SW","There is an incident involving a pedestrian.","2017/08/15 01:19:00 PM","2017/08/15 01:22:00 PM","SW","-114.0859755","50.95059162","1","2017-08-15T12:19:5950.9505916222112-114.085975451658","POINT (-114.0859755 50.95059162)"
"72 Avenue and 5 Street NW","There is an incident involving a pedestrian.","2017/08/12 12:24:00 AM","2017/08/12 12:27:00 AM","NW","-114.0735884","51.11770382","1","2017-08-11T23:24:5851.1177038219823-114.073588424321","POINT (-114.0735884 51.11770382)"
"Harvest Hills Boulevard and Country Hills Road NW","There is an incident involving a pedestrian.","2017/08/11 04:21:00 PM","2017/08/11 04:23:00 PM","NW","-114.069663","51.14223202","1","2017-08-11T15:21:1651.1422320196953-114.069663046299","POINT (-114.069663 51.14223202)"
"Hidden Valley Drive and Hidden Valley Pl NW","There is an incident involving a pedestrian.","2017/08/09 03:46:00 PM","2017/08/09 03:48:00 PM","NW","-114.0971676","51.1445078","1","2017-08-09T14:46:0851.1445078048427-114.097167606931","POINT (-114.0971676 51.1445078)"
"Taradale Cl and Taradale Drive NE","There is an incident involving a pedestrian.","2017/08/08 10:07:00 PM","2017/08/08 10:07:00 PM","NE","-113.9446776","51.11414501","1","2017-08-08T21:07:2751.1141450088798-113.944677600858","POINT (-113.9446776 51.11414501)"
"9 Avenue at 1 Street SE","There is an incident involving a pedestrian.","2017/08/03 03:53:00 PM","2017/08/03 03:54:00 PM","SE","-114.0606369","51.04454076","1","2017-08-03T14:53:3751.0445407609619-114.06063693607","POINT (-114.0606369 51.04454076)"
"Southbound Crowchild Trail approaching 24 Avenue NW","There is an incident involving a pedestrian.","2017/08/01 08:35:00 PM","2017/08/01 08:55:00 PM","NW","-114.1194448","51.07443031","1","2017-08-01T19:35:3851.0744303064741-114.119444842227","POINT (-114.1194448 51.07443031)"
"Eastbound Lake Fraser Gate and Lake Fraser Drive SE","There is an incident involving a pedestrian.","2017/07/26 10:03:00 PM","2017/07/26 10:23:00 PM","SE","-114.0675198","50.93957999","1","2017-07-26T21:03:4050.9395799886636-114.067519778776","POINT (-114.0675198 50.93957999)"
"Westbound Memorial Drive at 10A Street NW","There is an incident involving a pedestrian. Blaocking the left lane.","2017/07/24 06:47:00 PM","2017/07/24 06:54:00 PM","NW","-114.0885779","51.05141454","1","2017-07-24T17:47:3451.0514145424911-114.088577947087","POINT (-114.0885779 51.05141454)"
"21 Street and 18 Avenue NE","There is an incident involving a pedestrian.","2017/07/24 09:14:00 AM","2017/07/24 09:15:00 AM","NE","-114.0090522","51.06892654","1","2017-07-24T08:14:4351.0689265364621-114.009052228291","POINT (-114.0090522 51.06892654)"
"Falconridge Boulevard and Falworth Way NE","There is an incident involving a pedestrian.","2017/07/23 11:14:00 AM","2017/07/23 11:16:00 AM","NE","-113.9525084","51.10519127","1","2017-07-23T10:14:0751.1051912706021-113.95250844882","POINT (-113.9525084 51.10519127)"
"30 Avenue and 29A Street SE","There is an incident involving a pedestrian.","2017/07/22 09:11:00 PM","2017/07/22 09:13:00 PM","SE","-113.9900793","51.02695064","1","2017-07-22T20:11:4151.0269506386122-113.990079256899","POINT (-113.9900793 51.02695064)"
"68 Street at Coral Springs Boulevard NE","There is an incident involving a pedestrian.","2017/07/21 07:34:00 PM","2017/07/21 07:35:00 PM","NE","-113.9352191","51.09907765","1","2017-07-21T18:34:2051.099077652779-113.935219142544","POINT (-113.9352191 51.09907765)"
"Macleod Trail and 45 Avenue SW","There is an incident involving a pedestrian.","2017/07/16 04:07:00 AM","2017/07/16 04:11:00 AM","SW","-114.0659256","51.01288154","1","2017-07-16T03:07:4351.0128815397639-114.065925605638","POINT (-114.0659256 51.01288154)"
"17 Avenue and 52 Street SE","There is an incident involving a pedestrian. The road is closed in all directions.","2017/07/15 03:46:00 PM","2017/07/15 03:49:00 PM","SE","-113.9585022","51.03785554","1","2017-07-15T14:46:1851.0378555434499-113.958502157114","POINT (-113.9585022 51.03785554)"
"Somerset Drive and Somercrest Cl SW","There is an incident involving a pedestrian.","2017/07/13 08:59:00 PM","2017/07/13 09:17:00 PM","SW","-114.0821066","50.90084024","1","2017-07-13T19:59:5950.9008402381469-114.082106582203","POINT (-114.0821066 50.90084024)"
"15A Street and 38 Avenue SE","There is an incident involving a pedestrian.","2017/07/12 04:19:00 PM","2017/07/12 04:21:00 PM","SE","-114.0236499","51.02015717","1","2017-07-12T15:19:3451.020157168182-114.023649862054","POINT (-114.0236499 51.02015717)"
"4 Street and 42 Avenue NW","There is an incident involving a pedestrian.","2017/07/12 09:34:00 AM","2017/07/12 09:49:00 AM","NW","-114.0716029","51.09059193","1","2017-07-12T08:34:1551.0905919327807-114.071602885177","POINT (-114.0716029 51.09059193)"
"36 Street at 30 Avenue SE","There is an incident involving a pedestrian.","2017/07/11 09:44:00 PM","2017/07/11 09:46:00 PM","SE","-113.9820627","51.02694033","1","2017-07-11T20:44:2351.0269403337672-113.982062723359","POINT (-113.9820627 51.02694033)"
"Northbound Edmonton Trail at Memorial Drive NE","There is an incident involving a pedestrian. Blocking the left lane.","2017/07/06 05:27:00 PM","2017/07/06 05:28:00 PM","NE","-114.0503355","51.05060185","1","2017-07-06T16:27:3251.0506018522479-114.050335537459","POINT (-114.0503355 51.05060185)"
"12 Avenue at 14 Street SW","There is an incident involving a pedestrian.","2017/07/05 12:55:00 AM","2017/07/05 12:58:00 AM","SW","-114.0947425","51.04231471","1","2017-07-04T23:55:4351.0423147061977-114.094742540065","POINT (-114.0947425 51.04231471)"
"1 Avenue and 9 Street NW","There is an incident involving a pedestrian.","2017/07/02 02:44:00 AM","2017/07/02 03:16:00 AM","NW","-114.0822388","51.05433679","1","2017-07-02T01:44:5451.0543367889278-114.082238796275","POINT (-114.0822388 51.05433679)"
"15 Street and 42 Avenue SW","There is an incident involving a pedestrian.","2017/06/28 07:04:00 PM","2017/06/28 07:07:00 PM","SW","-114.0975797","51.01604753","1","2017-06-28T18:04:0451.0160475300532-114.097579703655","POINT (-114.0975797 51.01604753)"
"Queensland Drive and Queen Anne Close SE","There is an incident involving a pedestrian.","2017/06/28 04:59:00 PM","2017/06/28 05:24:00 PM","SE","-114.0174055","50.93565164","1","2017-06-28T15:59:4050.9356516441668-114.017405463208","POINT (-114.0174055 50.93565164)"
"Westbound 4 Avenue at 5 Street SW","There is an incident involving a pedestrian.","2017/06/28 02:21:00 PM","2017/06/28 02:23:00 PM","SW","-114.0735751","51.04963438","1","2017-06-28T13:21:5751.0496343755805-114.07357506393","POINT (-114.0735751 51.04963438)"
"Royal Oak Drive and Royal Crest Vw NW","There is an incident involving a pedestrian.","2017/06/27 10:08:00 PM","2017/06/27 10:09:00 PM","NW","-114.2158343","51.14201228","1","2017-06-27T21:08:1251.1420122761782-114.215834288422","POINT (-114.2158343 51.14201228)"
"4 Street and 13 Avenue SW","There is an incident involving a pedestrian.","2017/06/27 08:05:00 PM","2017/06/27 08:06:00 PM","SW","-114.0714812","51.04071489","1","2017-06-27T19:05:1951.040714892298-114.071481202994","POINT (-114.0714812 51.04071489)"
"Christie Knoll Green and Christie Knoll Heights SW","There is an incident involving a pedestrian.","2017/06/24 02:34:00 PM","2017/06/24 02:48:00 PM","SW","-114.1826946","51.04175175","1","2017-06-24T13:34:4651.0417517507677-114.182694636984","POINT (-114.1826946 51.04175175)"
"14 Street at 14 Avenue SW","There is an incident involving a pedestrian.","2017/06/23 08:48:00 PM","2017/06/23 08:50:00 PM","SW","-114.09471","51.04041493","1","2017-06-23T19:48:2251.040414930642-114.094710004209","POINT (-114.09471 51.04041493)"
"17 Avenue between 13 Street at 14 Street SW","There is an incident involving a pedestrian.","2017/06/23 01:55:00 AM","2017/06/23 02:07:00 AM","SW","-114.0937859","51.03783121","1","2017-06-23T00:55:1551.0378312142548-114.093785918368","POINT (-114.0937859 51.03783121)"
"10 Avenue and 5 Street SW","There is an incident involving a pedestrian.","2017/06/22 10:19:00 PM","2017/06/22 10:21:00 PM","SW","-114.0740119","51.04363076","1","2017-06-22T21:19:5051.04363075698-114.074011900801","POINT (-114.0740119 51.04363076)"
"8 Street at 68 Avenue NE","There is an incident involving a pedestrian.","2017/06/22 12:45:00 PM","2017/06/22 12:49:00 PM","NE","-114.0446067","51.11575379","1","2017-06-22T11:45:4851.1157537858598-114.044606748387","POINT (-114.0446067 51.11575379)"
"Edgehill Drive and Edgemont Boulevard NW","There is an incident involving a pedestrian.","2017/06/20 09:54:00 PM","2017/06/20 09:55:00 PM","NW","-114.1547099","51.12176301","1","2017-06-20T20:54:5651.1217630127927-114.154709905908","POINT (-114.1547099 51.12176301)"
"9 Avenue at 11 Street SE","There is an incident involving a pedestrian.","2017/06/20 03:17:00 PM","2017/06/20 03:23:00 PM","SE","-114.0367684","51.04219459","1","2017-06-20T14:17:0951.042194587008-114.03676844764","POINT (-114.0367684 51.04219459)"
"Penbrooke Drive at 5 Avenue SE","There is an incident involving a pedestrian.","2017/06/18 11:54:00 PM","2017/06/18 11:59:00 PM","SE","-113.9418384","51.04854614","1","2017-06-18T22:54:0251.0485461351266-113.941838389071","POINT (-113.9418384 51.04854614)"
"14 Street at 17 Avenue SW","There is an incident involving a pedestrian.","2017/06/18 06:23:00 PM","2017/06/18 06:25:00 PM","SW","-114.09471","51.03782418","1","2017-06-18T17:23:4151.0378241762423-114.094709998213","POINT (-114.09471 51.03782418)"
"Center Street at 64 Avenue NW","There is an incident involving a pedestrian.","2017/06/16 08:57:00 PM","2017/06/16 09:00:00 PM","NW","-114.0630017","51.11066295","1","2017-06-16T19:57:1851.1106629462812-114.063001656789","POINT (-114.0630017 51.11066295)"
"69 Street at Springbank Terrace SW","There is an incident involving a pedestrian.","2017/06/15 11:05:00 PM","2017/06/15 11:25:00 PM","SW","-114.1919404","51.01776428","1","2017-06-15T22:05:3551.0177642813617-114.191940363423","POINT (-114.1919404 51.01776428)"
"12 Avenue at 1 Street SE","There is an incident involving a pedestrian.","2017/06/14 01:09:00 AM","2017/06/14 01:10:00 AM","SE","-114.0608654","51.04135756","1","2017-06-14T00:09:5751.0413575562084-114.060865354694","POINT (-114.0608654 51.04135756)"
"36 Avenue at 3 Street NE","There is an incident involving a pedestrian.","2017/06/13 06:34:00 PM","2017/06/13 06:47:00 PM","NE","-114.0547973","51.08497366","1","2017-06-13T17:34:2251.0849736649321-114.054797318395","POINT (-114.0547973 51.08497366)"
"Taradale Drive at Taralake View NE","There is an incident involving a pedestrian.","2017/06/09 09:38:00 PM","2017/06/09 09:41:00 PM","NE","-113.9309369","51.12295005","1","2017-06-09T20:38:5651.1229500461482-113.930936918363","POINT (-113.9309369 51.12295005)"
"Northbound 19 Street at 16 Avenue NW","There is an incident involving a pedestrian.","2017/06/08 12:57:00 AM","2017/06/08 12:58:00 AM","NW","-114.1063502","51.06690536","1","2017-06-07T23:57:5251.0669053616215-114.106350217007","POINT (-114.1063502 51.06690536)"
"84 Avenue at Bonaventure Drive SE","There is an incident involving a pedestrian.","2017/06/05 06:12:00 PM","2017/06/05 06:13:00 PM","SE","-114.0685423","50.97775711","1","2017-06-05T17:12:4850.9777571129674-114.068542317046","POINT (-114.0685423 50.97775711)"
"Evanston Wy at Evansglen Drive NW","There is an incident involving a pedestrian.","2017/06/04 01:06:00 PM","2017/06/04 01:10:00 PM","NW","-114.1005126","51.17680526","1","2017-06-04T12:06:2551.1768052646899-114.100512630319","POINT (-114.1005126 51.17680526)"
"4A Street at Cliffe Avenue SW","There is an incident involving a pedestrian.","2017/06/03 05:18:00 AM","2017/06/03 05:20:00 AM","SW","-114.0734529","51.01623114","1","2017-06-03T04:18:2851.0162311379017-114.073452927733","POINT (-114.0734529 51.01623114)"
"6 Avenue and 4 Street SW","There is an incident involving a pedestrian.","2017/06/02 07:45:00 PM","2017/06/02 07:54:00 PM","SW","-114.0714791","51.04768868","1","2017-06-02T18:45:2451.0476886807587-114.071479100863","POINT (-114.0714791 51.04768868)"
"6 Avenue at 14 Street NW","There is an incident involving a pedestrian.","2017/06/01 06:50:00 PM","2017/06/01 06:54:00 PM","NW","-114.0954846","51.05760797","1","2017-06-01T17:50:4251.0576079662614-114.095484550828","POINT (-114.0954846 51.05760797)"
"Eastbound Parkdale Bvld at 26 Street NW","There is an incident involving a pedestrian.","2017/06/01 02:09:00 PM","2017/06/01 02:13:00 PM","NW","-114.1230304","51.05317878","1","2017-06-01T13:09:4651.0531787841706-114.123030426561","POINT (-114.1230304 51.05317878)"
"25 Avenue at 1 Street SW","There is an incident involving a pedestrian.","2017/06/01 02:46:00 AM","2017/06/01 02:50:00 AM","SW","-114.0665691","51.03043667","1","2017-06-01T01:46:1851.0304366674922-114.066569085575","POINT (-114.0665691 51.03043667)"
"24 Street at Palliser Road SW","There is an incident involving a pedestrian.","2017/05/30 04:41:00 PM","2017/05/30 04:53:00 PM","SW","-114.1180236","50.969458","1","2017-05-30T15:41:2150.9694579994926-114.118023593589","POINT (-114.1180236 50.969458)"
"Shawmeadows Close at Shawmeadows Gate SW","There is an incident involving a pedestrian.","2017/05/29 10:32:00 AM","2017/05/29 10:51:00 AM","SW","-114.0710096","50.91143237","1","2017-05-29T09:32:4050.9114323705391-114.071009553107","POINT (-114.0710096 50.91143237)"
"Trollinger Street at 60 Avenue NE","There is an incident involving a pedestrian.","2017/05/28 09:47:00 PM","2017/05/28 09:49:00 PM","NE","-114.0599234","51.10542954","1","2017-05-28T20:47:0151.1054295395117-114.059923351079","POINT (-114.0599234 51.10542954)"
"Eastbound Braeside Drive at 24 Street SW","There is an incident involving a pedestrian.","2017/05/27 05:39:00 PM","2017/05/27 05:43:00 PM","SW","-114.1180562","50.95418733","1","2017-05-27T16:39:0550.9541873319126-114.118056218051","POINT (-114.1180562 50.95418733)"
"Memorial Drive at Edmonton  Trail NE","There is an incident involving a pedestrian.","2017/05/26 03:40:00 PM","2017/05/26 04:17:00 PM","NE","-114.0503355","51.05060185","1","2017-05-26T14:40:3051.0506018522479-114.050335537459","POINT (-114.0503355 51.05060185)"
"17 Avenue SW and 14 Street SW","There is an incident involving a pedestrian. .","2017/05/25 05:25:00 PM","2017/05/25 05:46:00 PM","SW","-114.09471","51.03782418","1","2017-05-25T16:25:0951.0378241762423-114.094709998213","POINT (-114.09471 51.03782418)"
"Falconridge Boulevard at 64 Avenue NE","There is an incident involving a pedestrian.","2017/05/20 07:04:00 PM","2017/05/20 07:19:00 PM","NE","-113.9473403","51.11068937","1","2017-05-20T18:04:4451.1106893662139-113.947340262316","POINT (-113.9473403 51.11068937)"
"36 Street at Whitehorn Drive NE","There is an incident involving a pedestrian. Southbound lanes are closed","2017/05/16 10:22:00 AM","2017/05/16 10:49:00 AM","NE","-113.9819635","51.08496552","1","2017-05-16T09:22:5551.0849655177715-113.981963502793","POINT (-113.9819635 51.08496552)"
"Shaganappi Trail at 32 Avenue NW","There is an incident involving a pedestrian.","2017/05/14 06:40:00 PM","2017/05/14 06:41:00 PM","NW","-114.1526799","51.08152827","1","2017-05-14T17:40:4651.0815282691386-114.152679928868","POINT (-114.1526799 51.08152827)"
"Shawnesy Boulevard at Shawnessy Drive SW","There is an incident involving a pedestrian.","2017/05/13 08:47:00 PM","2017/05/13 08:48:00 PM","SW","-114.08275","50.91366116","1","2017-05-13T19:47:4250.9136611574314-114.082750007073","POINT (-114.08275 50.91366116)"
"Woodridge Drive at Wood Crest Close SW","There is an incident involving a pedestrian.","2017/05/13 02:53:00 PM","2017/05/13 02:54:00 PM","SW","-114.1133795","50.93361797","1","2017-05-13T13:53:0450.9336179666628-114.113379486266","POINT (-114.1133795 50.93361797)"
"Citadel Drive at Citadel Meadow Bay NW","There is an incident involving a pedestrian. .","2017/05/11 09:39:00 AM","2017/05/11 09:53:00 AM","NW","-114.1801396","51.14853135","1","2017-05-11T08:39:2551.1485313548468-114.180139600849","POINT (-114.1801396 51.14853135)"
"8 Avenue at Edmonton Trail NE","There is an incident involving a pedestrian.","2017/05/10 03:59:00 PM","2017/05/10 04:19:00 PM","NE","-114.0543557","51.05973603","1","2017-05-10T14:59:3051.0597360323154-114.054355684472","POINT (-114.0543557 51.05973603)"
"Ranchridge Way at Ranchview Drive NW","There is an incident involving a pedestrian.","2017/05/09 08:03:00 PM","2017/05/09 08:19:00 PM","NW","-114.1869799","51.12040159","1","2017-05-09T19:03:3851.1204015874982-114.186979884519","POINT (-114.1869799 51.12040159)"
"Canyon Meadows Drive at 6 Street SW","There is an incident involving a pedestrian.","2017/05/06 02:38:00 PM","2017/05/06 02:42:00 PM","SW","-114.0764003","50.93372173","1","2017-05-06T13:38:1150.9337217310639-114.076400251359","POINT (-114.0764003 50.93372173)"
